loan_id,no_of_dependents,income_annum,loan_amount,loan_term,cibil_score,residential_assets_value,commercial_assets_value,luxury_assets_value,bank_asset_value,education_ Not Graduate,self_employed_ Yes,loan_status
647,5,5400000,21200000,20,734,7300000,1800000,11500000,7500000,False,True, Approved
3358,2,3900000,7700000,10,421,9700000,7500000,14100000,2100000,True,True, Rejected
4153,4,8100000,19300000,14,821,16500000,8500000,25800000,8300000,True,False, Approved
1444,3,9100000,29300000,2,508,19000000,5100000,31600000,11900000,True,True, Approved
2521,5,9300000,34000000,6,742,4200000,600000,32800000,8200000,False,False, Approved
3830,1,1600000,3500000,18,619,3200000,100000,6300000,1500000,False,False, Approved
2144,2,6800000,22600000,20,393,2100000,2200000,20300000,8200000,False,False, Rejected
3195,0,5000000,10700000,16,726,1600000,1100000,15700000,4800000,True,False, Approved
66,1,4100000,10300000,12,364,9500000,6100000,14900000,2800000,False,False, Rejected
2712,1,1200000,2700000,14,779,600000,2200000,2400000,600000,True,False, Approved
294,0,2900000,7600000,8,320,8000000,5600000,9600000,3100000,True,True, Rejected
46,4,8000000,27800000,16,331,13000000,6300000,21400000,10900000,False,False, Rejected
2750,0,4100000,11100000,16,785,6800000,5300000,8500000,4800000,False,True, Approved
1795,2,4100000,13500000,4,846,8900000,7800000,11400000,2400000,False,True, Approved
22,4,5800000,14000000,16,530,3800000,11300000,22200000,5400000,False,False, Rejected
1275,1,5000000,18800000,14,325,13100000,5700000,12800000,4300000,False,False, Rejected
100,0,4400000,10800000,14,463,2400000,4800000,13800000,4700000,False,False, Rejected
1714,0,3100000,10100000,14,376,6400000,2600000,11600000,4300000,True,False, Rejected
3232,3,1500000,5400000,18,687,200000,400000,4500000,1700000,False,False, Approved
3083,4,3900000,11400000,20,867,3800000,1100000,13600000,3200000,False,False, Approved
3527,0,500000,1600000,18,865,1400000,400000,1000000,200000,False,False, Approved
3273,3,2800000,9400000,10,519,7000000,3500000,7700000,1500000,False,False, Rejected
2947,5,3800000,12000000,2,649,6200000,5300000,10300000,4200000,False,True, Approved
292,1,5800000,19500000,20,431,13800000,5000000,15600000,3300000,False,True, Rejected
142,4,3600000,7500000,6,894,1100000,6500000,7400000,2800000,True,False, Approved
3256,5,2200000,5400000,12,833,4900000,3300000,7000000,1600000,True,False, Approved
2791,0,1000000,3000000,18,382,2200000,700000,3500000,900000,True,True, Rejected
3634,0,300000,500000,18,376,300000,0,800000,300000,True,False, Rejected
2335,1,3100000,11200000,18,665,2000000,5400000,12000000,2500000,True,False, Approved
3558,4,7100000,28200000,14,496,6300000,10900000,27700000,4600000,True,False, Rejected
4108,1,8200000,17500000,4,609,4500000,5600000,24100000,7700000,False,False, Approved
1533,2,4700000,14000000,12,784,13400000,2700000,14800000,6900000,False,False, Approved
2944,2,9400000,25100000,20,832,19400000,2100000,22300000,5900000,False,False, Approved
2584,4,5900000,17300000,20,657,1500000,5600000,13000000,4100000,False,True, Approved
1589,0,5600000,19300000,6,407,3400000,3600000,14200000,8400000,False,True, Rejected
4233,1,200000,500000,20,713,0,200000,500000,100000,False,True, Approved
3132,1,200000,400000,18,859,300000,100000,400000,200000,False,True, Approved
1142,0,2900000,9800000,16,395,5400000,4300000,8600000,2400000,False,False, Rejected
3424,1,1100000,3700000,2,508,200000,0,2200000,1300000,True,False, Approved
2255,2,4000000,9200000,16,784,3200000,600000,13000000,4900000,False,False, Approved
1127,1,2400000,5600000,16,379,3700000,600000,7200000,3400000,True,False, Rejected
951,4,4700000,10800000,20,495,11300000,6800000,17000000,4500000,False,False, Rejected
2055,3,8000000,25600000,6,337,8800000,500000,18900000,9800000,True,True, Rejected
1946,0,7300000,21600000,2,479,17900000,12300000,15900000,7500000,True,False, Rejected
1870,5,3900000,9000000,8,340,4900000,6800000,9000000,5200000,False,True, Rejected
2890,0,1800000,6500000,12,728,3500000,0,6100000,1900000,True,True, Approved
978,2,7000000,24200000,8,833,13700000,4100000,26100000,9100000,False,False, Approved
3718,4,5600000,12000000,4,719,5600000,2900000,14500000,3400000,False,False, Approved
885,1,5100000,20300000,18,757,11800000,3400000,13400000,3200000,True,True, Approved
2818,4,8200000,25200000,18,691,5800000,8900000,28500000,10500000,False,False, Approved
3968,2,3000000,7000000,4,588,5300000,3400000,11900000,3400000,False,False, Approved
4226,5,3800000,10300000,16,606,7700000,1900000,9900000,2700000,False,True, Approved
299,5,800000,2600000,6,560,100000,200000,3000000,1000000,False,False, Approved
546,3,9400000,20500000,6,645,17400000,13000000,24500000,10200000,False,True, Approved
3420,3,5100000,11000000,16,826,11800000,2900000,12900000,2700000,True,False, Approved
2731,2,9900000,33400000,14,783,16600000,16100000,21000000,9500000,False,True, Approved
3096,4,4100000,10400000,12,727,11900000,5900000,16400000,4400000,False,True, Approved
2667,5,6200000,13700000,2,468,3300000,12300000,13900000,5500000,True,False, Rejected
3959,4,7300000,22900000,12,848,6300000,2900000,28500000,4100000,True,True, Approved
2734,1,3200000,11800000,16,848,5500000,3200000,7500000,2300000,False,True, Approved
2145,5,6600000,16000000,12,811,13100000,5000000,14700000,5000000,True,True, Approved
1219,0,700000,1400000,10,618,1300000,200000,1700000,500000,False,True, Approved
2867,3,1000000,3700000,8,725,3000000,1300000,4000000,1300000,True,True, Approved
3211,5,7600000,16500000,8,534,8900000,10300000,24900000,8300000,True,True, Rejected
754,3,9200000,27700000,20,688,4800000,16300000,25800000,11200000,True,True, Approved
216,3,6900000,16400000,4,787,11100000,6100000,26400000,3800000,False,True, Approved
1959,4,4200000,14600000,6,324,6300000,5900000,11700000,3000000,False,False, Rejected
834,5,3500000,9500000,4,664,9500000,500000,7800000,5200000,True,True, Approved
3305,5,9200000,18600000,20,497,1000000,300000,24200000,10700000,False,False, Rejected
49,3,5500000,20500000,12,634,800000,8600000,18500000,8200000,True,False, Approved
557,4,9700000,32300000,18,387,11600000,14300000,20000000,5400000,True,True, Rejected
3380,1,2700000,5400000,6,413,4800000,1500000,6100000,2600000,True,True, Rejected
1415,4,1900000,3800000,20,785,1000000,600000,6100000,1500000,True,False, Approved
3253,4,6300000,14500000,10,349,3800000,12300000,16500000,5700000,False,True, Rejected
2030,3,2500000,7100000,6,420,3800000,3300000,8700000,3000000,False,True, Rejected
801,1,3100000,10600000,14,665,6200000,800000,9500000,3900000,False,False, Approved
630,0,9100000,22200000,6,419,7400000,600000,18200000,9800000,False,False, Rejected
338,1,4000000,10100000,16,451,7000000,3900000,14300000,3900000,False,True, Rejected
1826,3,8100000,30400000,12,606,900000,1100000,31900000,11600000,True,False, Approved
1404,3,9100000,18800000,20,308,14500000,10200000,20500000,4800000,False,True, Rejected
2832,4,2000000,6000000,12,837,1300000,1900000,6300000,2300000,True,False, Approved
29,5,7000000,24000000,6,336,2300000,11900000,27500000,9700000,True,True, Rejected
2073,0,300000,500000,2,885,200000,400000,700000,200000,False,False, Approved
400,2,7100000,21500000,16,610,5800000,12100000,14200000,9300000,True,False, Approved
901,0,5400000,21400000,8,721,8200000,6400000,16700000,7400000,False,True, Approved
1558,5,5400000,18600000,2,538,7700000,2700000,18800000,4000000,False,False, Approved
182,0,900000,2200000,16,566,100000,700000,2000000,600000,False,True, Approved
4036,1,7300000,19200000,14,599,18400000,5400000,15900000,3700000,True,False, Approved
1911,1,1800000,5900000,16,804,800000,2500000,5000000,1000000,False,False, Approved
3089,3,5000000,13000000,10,459,2900000,3400000,18200000,7200000,True,False, Rejected
1242,5,7100000,19700000,4,727,7700000,12900000,23600000,5800000,False,True, Approved
3762,5,4100000,11000000,14,379,6200000,1700000,8500000,5400000,False,False, Rejected
2315,4,7200000,23100000,12,632,4600000,8500000,19400000,4400000,False,False, Approved
4017,4,9200000,30100000,6,632,23700000,6600000,34200000,6200000,True,True, Approved
3052,3,8400000,32600000,4,509,22700000,12600000,32400000,8700000,False,False, Approved
236,1,6900000,23400000,4,481,18700000,1100000,23400000,10200000,False,True, Approved
2190,2,5800000,21700000,8,354,12500000,2300000,12200000,6800000,False,False, Rejected
1827,1,6300000,22000000,20,646,9500000,7900000,13500000,5500000,False,False, Approved
4019,4,9700000,33300000,12,784,14600000,15800000,37900000,6500000,False,True, Approved
4123,3,7800000,21800000,8,517,7700000,5100000,19500000,9100000,False,False, Rejected
3536,1,4600000,13600000,18,487,11200000,8500000,15500000,5400000,True,True, Rejected
3825,1,1000000,2100000,6,715,2200000,1000000,2200000,1100000,False,False, Approved
2561,4,6000000,15800000,18,593,6800000,4800000,13200000,6400000,True,False, Approved
3363,1,2100000,8100000,6,817,4600000,2900000,4900000,2900000,False,False, Approved
2985,4,6400000,21700000,10,384,16500000,8200000,15100000,5700000,False,True, Rejected
1348,5,7800000,22000000,20,528,5800000,8800000,24700000,4900000,False,True, Rejected
290,1,7700000,25500000,12,549,18100000,10600000,20500000,7000000,True,True, Rejected
3004,3,4300000,12800000,16,346,3300000,1100000,11900000,3800000,False,True, Rejected
4110,3,3800000,12100000,20,364,4100000,5100000,11600000,3000000,False,False, Rejected
3600,2,5200000,12900000,18,644,400000,5000000,12000000,7500000,True,True, Approved
1598,2,2300000,9100000,20,610,3700000,600000,7800000,3400000,True,True, Approved
2533,1,9800000,37900000,4,816,21800000,12200000,26100000,8500000,False,False, Approved
1668,3,2400000,9200000,14,626,300000,3600000,8500000,2000000,False,True, Approved
3519,0,4800000,18800000,16,551,7900000,9400000,17300000,5500000,True,False, Approved
2201,2,3800000,11400000,16,666,9000000,2400000,8000000,3800000,True,True, Approved
175,4,6600000,14300000,8,371,10800000,9500000,18500000,7400000,True,True, Rejected
375,2,3600000,12800000,18,814,8600000,4100000,10300000,4100000,True,True, Approved
1584,2,3700000,10900000,12,788,1700000,700000,12200000,2600000,True,False, Approved
3709,3,6100000,20700000,4,816,14900000,5400000,24200000,5900000,False,False, Approved
3290,4,4400000,9800000,18,732,2400000,2400000,15100000,4400000,True,False, Approved
2142,5,4400000,16500000,10,806,3500000,4400000,11200000,2800000,False,True, Approved
3386,4,700000,2200000,6,680,300000,200000,2500000,300000,False,False, Approved
861,4,6200000,17300000,6,837,12600000,3700000,24700000,4600000,False,False, Approved
936,3,1200000,4500000,6,819,1400000,1100000,4400000,900000,True,False, Approved
1412,4,1900000,6800000,6,559,3600000,2200000,6200000,1200000,False,True, Approved
2796,0,7300000,28100000,10,673,13700000,1200000,16300000,8900000,True,True, Approved
2815,5,4100000,10200000,12,431,6200000,2200000,13700000,4300000,False,False, Rejected
1317,0,6100000,19900000,20,761,4500000,3700000,12700000,7100000,False,True, Approved
2872,0,7300000,25700000,10,666,14000000,3100000,29000000,6000000,True,True, Approved
1439,1,8000000,27800000,6,667,6000000,12600000,22500000,9900000,True,False, Approved
2778,5,8800000,21300000,14,852,8000000,6400000,28500000,9900000,False,True, Approved
4070,0,9300000,31900000,2,331,7100000,11200000,23700000,8000000,True,False, Approved
1303,3,7700000,18700000,8,483,15100000,5600000,24600000,10200000,True,False, Rejected
4114,4,3800000,12500000,18,859,3900000,4600000,8200000,2700000,False,True, Approved
1950,1,6200000,21100000,10,467,15600000,10500000,23500000,5300000,True,False, Rejected
3539,0,6900000,20700000,16,857,17100000,13700000,14600000,8800000,False,False, Approved
4224,0,2700000,8400000,14,610,900000,1900000,6100000,2800000,True,False, Approved
2893,1,6800000,22900000,6,576,500000,11100000,13800000,5600000,False,True, Approved
2721,3,5400000,14700000,4,359,12300000,9900000,15100000,6100000,True,True, Rejected
1463,4,1600000,3200000,16,657,200000,100000,5700000,1200000,True,False, Approved
1214,3,2400000,9300000,2,682,3100000,4400000,5200000,1500000,True,False, Approved
1205,5,1800000,5300000,12,461,2800000,2000000,4700000,2000000,False,True, Rejected
3859,5,2800000,10900000,6,359,5000000,3300000,7600000,3000000,False,True, Rejected
755,1,7600000,26000000,6,384,2600000,1200000,20000000,7900000,True,True, Rejected
2906,5,1100000,2800000,14,473,100000,500000,4200000,700000,False,False, Rejected
4001,0,7500000,25100000,14,877,21000000,11400000,16900000,10700000,False,False, Approved
1266,1,8100000,28400000,6,744,20300000,10500000,21800000,7700000,False,False, Approved
1759,4,7900000,30600000,2,569,7600000,3400000,20100000,7400000,False,False, Approved
3747,5,5000000,16400000,14,525,13000000,9100000,15300000,3300000,False,True, Rejected
16,5,4700000,10700000,10,794,5700000,3900000,16400000,4400000,True,False, Approved
248,0,9400000,27000000,10,536,4400000,1700000,33800000,4800000,True,True, Rejected
1610,5,9800000,23200000,10,416,11000000,17300000,21600000,8500000,True,True, Rejected
2577,5,600000,1300000,14,408,1000000,300000,1600000,900000,False,False, Rejected
739,4,2000000,7500000,14,857,4300000,1500000,4200000,2100000,False,False, Approved
1474,3,400000,1100000,6,711,100000,300000,1400000,100000,False,True, Approved
2756,0,8600000,31800000,2,895,22600000,15900000,19600000,5100000,False,False, Approved
1005,3,2800000,5900000,4,461,1600000,400000,8900000,2800000,True,False, Rejected
1269,3,2200000,5300000,2,506,1600000,1700000,5800000,2800000,False,True, Rejected
694,0,9200000,25400000,2,783,25400000,2000000,19600000,12400000,False,False, Approved
2165,1,4600000,10100000,4,618,2200000,100000,12900000,4300000,True,True, Approved
2725,1,6100000,12900000,2,302,8900000,7500000,15600000,7200000,False,True, Rejected
94,1,1700000,6400000,10,452,900000,1100000,5600000,2100000,False,False, Rejected
2273,5,8000000,23100000,20,461,5900000,2400000,29300000,7200000,False,False, Rejected
3870,3,900000,2500000,20,529,900000,300000,3200000,700000,True,True, Rejected
1535,1,2600000,7900000,12,306,2000000,2400000,7600000,3300000,True,False, Rejected
2739,1,600000,1400000,10,699,400000,500000,1300000,800000,True,True, Approved
2988,2,1800000,5300000,2,679,1000000,1400000,5800000,900000,False,False, Approved
664,5,9100000,19900000,20,519,9300000,16400000,28900000,10500000,True,False, Rejected
989,3,800000,2900000,10,644,600000,500000,2900000,400000,True,True, Approved
1177,1,7900000,27100000,10,803,20000000,9800000,22200000,6600000,False,False, Approved
958,1,2200000,8700000,12,613,500000,1800000,5700000,2400000,False,False, Approved
4121,3,9100000,19900000,2,711,2200000,17900000,24300000,13000000,False,False, Approved
2316,0,2000000,4800000,20,337,1300000,2200000,5500000,1700000,True,False, Rejected
4095,2,3900000,13600000,10,373,11600000,1000000,8400000,3600000,False,False, Rejected
1116,2,8600000,24900000,20,607,13600000,7600000,31800000,5400000,False,True, Approved
4127,5,7500000,20800000,6,617,100000,14200000,19300000,8200000,True,True, Approved
512,2,5500000,19000000,4,597,1100000,4000000,18700000,5300000,False,False, Approved
352,2,7300000,28700000,14,634,5900000,3800000,21200000,10800000,False,False, Approved
3466,0,800000,2300000,16,739,1800000,600000,2000000,400000,True,False, Approved
2249,5,6200000,12800000,2,539,5600000,9800000,22300000,4800000,False,True, Rejected
883,4,500000,1300000,8,471,500000,300000,1500000,700000,False,False, Rejected
1896,4,6000000,18000000,18,882,6700000,2500000,12200000,7500000,True,False, Approved
718,4,3600000,8700000,14,302,6400000,3700000,7800000,4100000,True,False, Rejected
3252,4,1200000,3300000,2,564,2200000,500000,4700000,1100000,False,False, Approved
1298,3,8000000,26300000,12,476,21700000,6600000,16400000,9000000,False,True, Rejected
335,3,3200000,8600000,2,427,3900000,1800000,7100000,4700000,False,True, Rejected
4261,5,8800000,29300000,10,560,16800000,13900000,31100000,9900000,False,False, Approved
1987,3,300000,500000,6,876,300000,100000,1100000,300000,True,True, Approved
3590,2,7400000,27300000,18,561,12600000,400000,27100000,9600000,False,True, Approved
1458,5,2700000,8300000,8,833,4600000,1300000,6800000,3300000,True,False, Approved
4215,5,7800000,27000000,6,728,4400000,13100000,18500000,7400000,True,False, Approved
2586,3,1100000,3100000,16,356,1300000,100000,3000000,1600000,True,True, Rejected
1109,4,8100000,19000000,6,375,4100000,14500000,19100000,11900000,False,False, Rejected
763,5,5600000,14500000,10,457,6900000,7800000,20600000,4600000,True,True, Rejected
762,5,4600000,10500000,8,758,3900000,4300000,15800000,2900000,False,False, Approved
4023,2,4300000,8800000,6,512,7200000,6500000,16900000,2700000,True,False, Rejected
472,4,3700000,11400000,12,728,4200000,5800000,7300000,2300000,False,False, Approved
3583,5,7100000,21500000,4,557,8900000,8000000,26400000,4000000,True,True, Approved
254,0,8800000,30900000,12,729,1700000,700000,25700000,11400000,False,False, Approved
3986,1,8800000,28600000,8,631,11000000,13200000,25000000,7700000,True,True, Approved
1136,5,800000,2500000,12,403,500000,0,3200000,800000,False,True, Rejected
1923,5,5300000,13700000,18,708,7600000,900000,19200000,5900000,True,True, Approved
2319,2,9600000,29800000,16,499,28500000,6300000,31800000,7400000,True,True, Rejected
3641,3,7800000,17700000,6,876,15600000,15200000,25100000,10800000,True,True, Approved
3627,3,6900000,18500000,6,360,14000000,0,18800000,9600000,True,False, Rejected
305,5,9200000,23600000,12,656,1400000,11200000,36400000,4900000,True,True, Approved
3708,3,1700000,5800000,10,524,4100000,2900000,6600000,800000,False,True, Rejected
1606,3,8800000,26200000,20,865,19300000,9800000,27700000,12500000,True,True, Approved
1760,1,3100000,6300000,20,867,1900000,6100000,6600000,4000000,True,True, Approved
1228,5,7500000,26500000,12,512,16500000,2900000,23700000,6000000,False,True, Rejected
3892,3,2500000,7700000,10,768,4500000,400000,8000000,2600000,True,True, Approved
4203,2,7700000,19700000,14,885,19900000,14600000,22000000,8000000,False,True, Approved
500,1,8400000,24700000,18,698,23000000,13200000,32700000,12200000,True,True, Approved
3857,2,1200000,4600000,20,605,3600000,1500000,4600000,600000,False,True, Approved
1927,4,5300000,15800000,2,527,3800000,5200000,19700000,3900000,False,False, Rejected
3119,2,5800000,18600000,18,532,10900000,900000,12300000,6700000,True,False, Rejected
4178,2,6900000,16500000,16,785,19600000,8600000,27100000,3600000,True,False, Approved
118,0,600000,1600000,6,647,1500000,600000,1500000,700000,True,False, Approved
239,3,4700000,17500000,8,585,1200000,3100000,9600000,4900000,True,True, Approved
2027,4,9800000,34100000,14,740,6500000,16900000,27100000,5100000,False,True, Approved
2604,5,5100000,11800000,6,776,7600000,400000,10500000,4400000,True,True, Approved
2588,1,1200000,4700000,2,667,1100000,300000,4200000,800000,False,True, Approved
1014,1,5100000,15300000,4,628,6900000,3300000,17600000,2700000,False,True, Approved
1640,3,3200000,9900000,10,316,9100000,5500000,8800000,3600000,False,True, Rejected
3413,1,4700000,15000000,20,835,2100000,2500000,10100000,3800000,True,True, Approved
3530,1,9900000,20700000,20,821,12700000,8200000,38100000,11100000,True,False, Approved
4194,5,8900000,19100000,20,329,13300000,11400000,29500000,10000000,False,True, Rejected
2260,4,2400000,6000000,6,712,6800000,2200000,6000000,1200000,True,False, Approved
1556,3,200000,800000,18,752,200000,200000,300000,200000,False,False, Approved
2714,5,4000000,8200000,2,571,3500000,7700000,9500000,4400000,True,True, Approved
2345,1,7000000,27100000,6,591,6700000,12200000,21500000,4900000,False,False, Approved
1244,5,400000,800000,18,304,900000,500000,1400000,400000,True,False, Rejected
1780,5,1300000,2700000,6,607,800000,1500000,4700000,1600000,False,False, Approved
3126,0,3300000,9700000,14,356,9800000,4800000,9400000,1900000,False,True, Rejected
2435,0,3900000,11300000,12,305,5000000,5900000,8800000,2100000,True,False, Rejected
2613,1,7400000,23900000,4,687,20800000,10900000,26100000,5600000,True,True, Approved
2666,0,9300000,32000000,8,438,24800000,6400000,34900000,12400000,True,True, Rejected
716,5,3900000,14000000,4,708,700000,1800000,15600000,5200000,True,False, Approved
3142,5,1300000,4000000,8,407,3800000,1300000,3500000,1100000,False,True, Rejected
1593,2,7400000,14900000,20,627,15900000,10100000,19000000,10300000,True,True, Approved
923,1,9200000,29200000,6,669,9900000,12900000,23400000,11700000,False,True, Approved
2493,5,200000,600000,16,396,0,0,500000,200000,True,False, Rejected
1925,0,5000000,19900000,6,748,8300000,8500000,11300000,3000000,False,True, Approved
1129,1,5800000,16700000,12,721,1100000,9700000,17200000,7500000,False,True, Approved
750,4,5700000,19600000,8,691,8800000,2200000,12100000,3000000,True,False, Approved
3648,3,3900000,11900000,6,607,6600000,6000000,8800000,2000000,True,False, Approved
1669,0,2200000,6400000,4,854,900000,1600000,6500000,1300000,False,False, Approved
2247,3,3300000,10400000,12,816,7100000,6300000,11800000,4900000,False,True, Approved
2437,4,900000,2600000,2,602,600000,800000,3200000,1000000,True,False, Approved
1519,4,2400000,7100000,16,871,7000000,300000,8500000,3500000,False,True, Approved
2394,5,9200000,28100000,10,448,22300000,3300000,33200000,10700000,True,True, Rejected
817,4,7200000,23100000,14,644,13300000,3500000,18300000,4200000,False,True, Approved
3010,4,1100000,3300000,18,417,1400000,1000000,4200000,700000,True,False, Rejected
573,2,1300000,2700000,8,627,100000,300000,2600000,1300000,True,True, Approved
1750,0,9200000,34900000,4,702,16900000,16000000,24100000,9800000,True,True, Approved
1647,0,5900000,20300000,4,806,300000,3700000,16400000,4800000,True,False, Approved
985,1,300000,1200000,4,355,700000,300000,800000,200000,True,True, Approved
211,3,7800000,15900000,2,665,14400000,900000,27200000,5400000,False,False, Approved
447,0,1400000,5100000,6,890,4100000,1900000,5200000,1900000,False,True, Approved
1785,3,7900000,28000000,4,394,22800000,13200000,18200000,3900000,True,False, Approved
2259,5,6700000,20200000,8,406,6900000,4900000,15300000,7100000,False,True, Rejected
2123,2,4700000,17700000,14,675,5800000,7200000,13100000,6500000,False,False, Approved
1255,5,9800000,35700000,10,726,9400000,18900000,31200000,12000000,True,True, Approved
2430,3,9600000,37800000,10,418,6700000,5500000,34900000,11300000,False,False, Rejected
1733,1,5500000,12100000,4,350,6300000,9200000,17200000,6900000,False,True, Rejected
3238,4,6900000,20200000,18,438,9600000,6200000,26800000,5700000,False,True, Rejected
562,4,5200000,20400000,20,761,4700000,1600000,14300000,6200000,False,False, Approved
928,3,7200000,20400000,10,558,0,13200000,27200000,10600000,False,True, Approved
3242,4,1600000,3200000,20,371,1600000,2300000,4600000,1000000,True,True, Rejected
3434,0,2900000,7500000,18,692,3200000,300000,7500000,4000000,False,True, Approved
431,4,9300000,27500000,18,338,21500000,500000,34900000,6600000,True,True, Rejected
3094,5,1400000,5300000,12,778,1600000,700000,4400000,700000,True,False, Approved
3410,5,6700000,25400000,14,820,10300000,8100000,18500000,3900000,False,True, Approved
2000,3,3100000,6300000,18,895,2300000,3400000,10500000,4200000,True,True, Approved
905,2,4100000,14900000,12,571,-100000,5200000,13000000,3400000,False,False, Approved
1069,1,200000,400000,6,768,300000,100000,600000,0,True,True, Approved
3827,1,3400000,12300000,8,523,6100000,4700000,8300000,2600000,False,True, Rejected
4243,5,8200000,27100000,4,643,15400000,7700000,21300000,4100000,True,True, Approved
3896,0,1800000,5200000,16,317,4900000,1500000,4000000,1300000,False,True, Rejected
3946,4,7900000,27300000,10,560,23100000,14400000,28500000,10900000,True,True, Approved
1642,2,9600000,31200000,12,578,9900000,2200000,26500000,13500000,True,False, Approved
4230,3,7500000,22200000,8,741,6600000,6900000,17600000,11000000,False,False, Approved
4135,5,5700000,15000000,20,819,15500000,9800000,14100000,3400000,False,True, Approved
1068,2,4200000,16800000,2,433,3300000,0,14100000,3700000,False,True, Approved
3396,2,600000,2300000,12,335,400000,900000,1200000,400000,True,True, Rejected
2603,3,4400000,10900000,18,611,8600000,6300000,8800000,3000000,True,True, Approved
1000,0,2800000,5600000,8,842,0,1300000,6100000,1900000,False,False, Approved
2510,5,9100000,27800000,16,547,21900000,7000000,31900000,9400000,True,False, Rejected
2448,2,4800000,17500000,20,381,400000,6900000,13400000,7000000,False,True, Rejected
2826,3,600000,2100000,16,892,700000,400000,2400000,500000,False,False, Approved
3801,3,4600000,17900000,8,396,10700000,4000000,12300000,2600000,True,False, Rejected
3044,5,7600000,25700000,4,607,12900000,13600000,29100000,4900000,True,True, Approved
210,3,1400000,3300000,2,652,100000,2100000,3500000,1900000,False,False, Approved
1258,3,6200000,21300000,12,655,6500000,11600000,19200000,5000000,False,False, Approved
2018,1,7400000,29500000,16,323,10000000,4400000,29400000,8100000,False,True, Rejected
2638,0,5100000,19900000,12,867,1800000,7100000,18300000,5700000,True,False, Approved
3246,1,8600000,31500000,16,678,19700000,13400000,22200000,5300000,True,False, Approved
3139,1,1700000,6000000,16,754,3900000,1500000,6400000,1800000,False,True, Approved
2886,0,8000000,31000000,8,847,4900000,9500000,29600000,5700000,True,False, Approved
3095,3,5900000,21200000,16,476,11700000,4800000,14800000,7700000,False,False, Rejected
2057,2,7600000,22300000,12,555,2100000,13800000,17700000,7100000,False,True, Approved
3890,4,3200000,12800000,18,664,6300000,3400000,7600000,2100000,False,True, Approved
3163,1,9400000,21000000,12,443,14100000,2700000,23200000,5600000,False,True, Rejected
1448,1,9000000,22800000,10,412,0,15600000,32000000,4700000,False,True, Rejected
1835,1,4700000,14000000,2,411,4600000,5100000,10600000,3700000,False,False, Rejected
1878,4,4800000,14300000,6,795,5900000,0,11100000,2600000,False,False, Approved
1479,0,7000000,26400000,14,610,14300000,0,13900000,5300000,False,True, Approved
1657,0,4200000,14800000,20,510,9200000,5700000,11900000,2600000,True,False, Rejected
2862,0,6300000,19600000,6,425,15900000,10400000,13300000,5900000,True,False, Rejected
863,2,4800000,10600000,8,588,3700000,5200000,15000000,4500000,True,False, Approved
2085,5,6000000,12100000,20,848,13900000,4800000,18000000,3600000,True,True, Approved
580,1,2900000,10900000,20,445,6600000,2800000,9300000,2600000,False,False, Rejected
3474,5,3600000,11600000,14,546,8500000,300000,12000000,4800000,False,False, Rejected
1060,0,4300000,16900000,18,469,200000,5800000,12000000,6200000,False,False, Rejected
3332,3,1900000,4100000,12,830,4600000,1100000,5300000,2100000,False,False, Approved
3549,2,9900000,19900000,6,312,21400000,2200000,31400000,11000000,True,False, Rejected
3858,4,2800000,5500000,8,875,6900000,4000000,6000000,3300000,False,True, Approved
3377,5,1600000,4100000,2,748,1400000,1000000,4200000,1000000,False,True, Approved
4098,3,2600000,6300000,10,783,6500000,2400000,6500000,2600000,False,False, Approved
3274,3,4000000,8300000,8,531,3700000,7400000,15200000,5900000,False,True, Rejected
606,4,7100000,24500000,14,599,9100000,7000000,20400000,6800000,True,True, Approved
47,3,4200000,14600000,6,679,2400000,6900000,8700000,4900000,True,True, Approved
840,2,2000000,6700000,14,638,4900000,200000,4900000,2300000,True,True, Approved
592,5,1500000,4000000,12,350,2900000,1900000,4400000,1200000,True,True, Rejected
3918,1,6500000,14800000,12,360,3500000,2100000,15000000,7300000,False,True, Rejected
57,2,4300000,10600000,18,431,2100000,1500000,9300000,5200000,True,False, Rejected
916,4,8200000,28500000,2,378,6800000,11200000,26400000,11500000,False,True, Approved
296,1,300000,1000000,10,431,400000,500000,900000,100000,True,True, Rejected
3188,1,8100000,29600000,4,672,8200000,5100000,21100000,5400000,False,False, Approved
1501,2,5200000,14800000,12,659,11500000,5200000,18100000,4100000,True,False, Approved
3743,5,5700000,20500000,16,429,2800000,1900000,22400000,3900000,False,True, Rejected
3372,1,6800000,17600000,14,344,5500000,5600000,18100000,7700000,False,True, Rejected
650,4,5100000,14000000,12,459,9800000,0,10400000,6800000,False,True, Rejected
361,1,9900000,38400000,12,596,10000000,9300000,36500000,6800000,True,True, Approved
2964,5,9000000,19100000,14,540,11300000,800000,18300000,4900000,True,True, Rejected
1271,1,3500000,11600000,10,898,3100000,2700000,9000000,4500000,True,True, Approved
748,0,3000000,7000000,12,409,6400000,4900000,8000000,3500000,True,False, Rejected
1089,4,7800000,19500000,14,739,1900000,9000000,20400000,4400000,True,True, Approved
44,2,800000,2300000,12,342,2200000,1300000,1800000,800000,False,True, Rejected
3505,5,9900000,25900000,4,860,7800000,200000,38000000,5400000,False,True, Approved
1149,2,7300000,20000000,6,729,13100000,10700000,17900000,9100000,False,False, Approved
3910,1,9100000,31400000,4,304,14100000,16700000,30200000,9600000,True,True, Approved
151,1,5200000,19300000,8,481,14300000,9500000,18800000,4200000,True,True, Rejected
